age,birth_place,division,fight_time_avg,fighting_style,first_round_finishes,height,knockdown_avg,ko_wins,name,nickname,octagon_debut,pos_clinch_pct,pos_ground_pct,pos_stand_pct,reach,record,sig_strikes_absorbed_per_min,sig_strikes_accuracy_pct,sig_strikes_landed_per_min,slug,status,submission_avg,takedown_avg,takedown_defense_pct,target_body_pct,target_head_pct,target_leg_pct,weight,wins_dec,wins_ko_tko,wins_sub
N/A,États-Unis,Poids mi-moyens Division,N/A,N/A,N/A,73.00,N/A,N/A,Mike Swick,"""Quick""","Apr. 9, 2005",N/A,N/A,N/A,N/A,15-6-0 (W-L-D),N/A,N/A,N/A,mike-swick,Retraité,N/A,N/A,N/A,N/A,N/A,N/A,170.50,N/A,N/A,N/A
45,N/A,Heavyweight Division,11:31,N/A,N/A,73.00,0.00,N/A,Dion Staring,"""Soldier""","Jan. 13, 2013",5 (20%),5 (20%),15 (60%),N/A,0-0-0 (W-L-D),5.00,37%,25,dion-staring,Ne se bat pas,0.00,33%,N/A,32%,48%,20%,240.00,0 (0 %),0 (0 %),0 (0 %)
31,"Andijan region, Uzbekistan",Poids moyens Division,08:02,Kickboxer,25,77.00,1.12,13,Nursulton Ruziboev,"""Black""","Jul. 1, 2023",8 (8%),22 (21%),74 (71%),44.00,36-9-2 (W-L-D),2.89,47%,104,nursulton-ruziboev,Actif,0.00,33%,N/A,25%,69%,6%,186.00,3 (8%),13 (36%),20 (56%)
34,"Glen Ellyn, United States",Poids moyens Division,06:11,N/A,N/A,76.00,0.00,N/A,James Bochnovic,N/A,"Jul. 9, 2017",1 (13%),2 (25%),5 (63%),45.50,8-3-0 (W-L-D),3.64,27%,8,james-bochnovic,Ne se bat pas,0.00,N/A,N/A,50%,25%,25%,186.00,0 (0%),1 (13%),7 (88%)
31,N/A,Poids légers Division,07:45,N/A,N/A,N/A,0.97,N/A,KyeongPyo Kim,N/A,"Jun. 10, 2022",7 (7%),3 (3%),95 (90%),N/A,1-1-0 (W-L-D),6.32,47%,105,kyeongpyo-kim,Ne se bat pas,0.00,100%,N/A,22%,62%,16%,155.00,0 (0 %),0 (0 %),0 (0 %)
44,"Kailua, United States",Heavyweight Division,03:19,N/A,N/A,73.00,0.00,N/A,Scott Junk,N/A,"Sep. 22, 2007",12 (71%),0 (0%),5 (29%),N/A,6-2-0 (W-L-D),1.81,61%,17,scott-junk,Ne se bat pas,0.00,N/A,N/A,18%,47%,35%,258.00,0 (0 %),0 (0 %),0 (0 %)
39,"Nova Friburgo, Brésil",Poids légers Division,N/A,Cogneur,N/A,71.00,N/A,N/A,Edson  Barboza,"""Junior""","Nov. 21, 2010",N/A,N/A,N/A,41.00,24-13-0 (W-L-D),N/A,N/A,N/A,edson-barboza,Actif,N/A,N/A,N/A,N/A,N/A,N/A,155.50,N/A,N/A,N/A
N/A,United States,,00:00,N/A,N/A,0.00,N/A,N/A,Frank Hamaker,N/A,"Mar. 11, 1994",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,frank-hamaker,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
41,United States,Poids légers Division,08:55,N/A,N/A,69.00,0.22,N/A,Roger Bowling,"""Relentless""","Mar. 4, 2012",41 (15%),32 (12%),192 (72%),68.00,11-5-0 (W-L-D),3.86,47%,265,roger-bowling,Ne se bat pas,0.88,27%,N/A,25%,58%,17%,155.00,2 (18%),8 (73%),1 (9%)
29,South Korea,Poids coq Division,00:00,N/A,N/A,N/A,N/A,N/A,MinWoo Kim,N/A,"Jun. 9, 2022",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,minwoo-kim,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,139.50,0 (0 %),0 (0 %),0 (0 %)
33,"Philadelphia, United States",Poids mi-moyens Division,11:49,N/A,N/A,71.00,0.00,N/A,Nah-Shon Burrell,"""The Rock n Rolla""","Jan. 8, 2012",51 (22%),29 (12%),154 (66%),76.00,9-3-0 (W-L-D),3.45,48%,234,nah-shon-burrell,Ne se bat pas,0.31,52%,N/A,22%,71%,7%,171.00,0 (0 %),0 (0 %),0 (0 %)
41,N/A,Heavyweight Division,08:09,N/A,N/A,N/A,0.00,N/A,Marcos Conrado Junior,N/A,"Oct. 21, 2025",0 (0%),0 (0%),13 (100%),N/A,0-0-0 (W-L-D),9.69,34%,13,marcos-conrado-junior,Actif,0.00,N/A,N/A,15%,77%,8%,212.50,0 (0 %),0 (0 %),0 (0 %)
27,"La Habra, United States",Poids légers Division,13:25,Wrestling,N/A,71.00,0.56,N/A,Jacob Rosales,"""Lil' Badger""","Oct. 21, 2025",7 (4%),9 (5%),177 (92%),41.00,11-5-0 (W-L-D),10.66,47%,193,jacob-rosales,Ne se bat pas,0.56,50%,N/A,7%,83%,10%,155.00,0 (0 %),0 (0 %),0 (0 %)
41,United States,Poids légers Division,10:19,N/A,N/A,69.00,0.00,N/A,Francisco Trevino,"""Sitkayan""","Mar. 15, 2014",20 (24%),6 (7%),56 (68%),70.00,12-2-0 (W-L-D),2.42,42%,82,francisco-trevino,Ne se bat pas,0.00,41%,N/A,13%,46%,40%,160.00,4 (33%),5 (42%),3 (25%)
34,"Spanish Town, Jamaica",Poids mi-moyens Division,10:29,N/A,4,75.00,0.43,8,Randy Brown,"""Rudeboy""","Jan. 31, 2016",142 (15%),75 (8%),720 (77%),45.50,20-6-0 (W-L-D),3.26,47%,937,randy-brown,Actif,0.57,73%,N/A,20%,64%,17%,171.00,7 (35%),8 (40%),5 (25%)
35,United States,Poids plume Division,08:53,N/A,N/A,67.00,0.00,N/A,Dashon Johnson,"""Flyboy""","Jun. 28, 2014",7 (39%),3 (17%),8 (44%),70.00,9-2-0 (W-L-D),3.83,69%,18,dashon-johnson,Ne se bat pas,0.85,64%,N/A,22%,67%,11%,146.00,1 (11%),5 (56%),3 (33%)
58,"Waterloo, United States",Poids mi-lourds Division,09:06,N/A,N/A,0.00,0.00,N/A,Mike Van Arsdale,N/A,"May. 15, 1998",4 (9%),31 (72%),8 (19%),N/A,10-3-1 (W-L-D),1.91,41%,43,mike-van-arsdale,Ne se bat pas,0.00,38%,N/A,47%,51%,2%,205.00,0 (0 %),0 (0 %),0 (0 %)
N/A,"Kanagawa, Japon",Poids légers Division,N/A,N/A,N/A,67.00,N/A,N/A,Caol Uno,N/A,"Feb. 23, 2001",N/A,N/A,N/A,N/A,25-13-5 (W-L-D),N/A,N/A,N/A,caol-uno,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,156.00,N/A,N/A,N/A
N/A,États-Unis,Poids mi-moyens Division,N/A,N/A,N/A,69.00,N/A,N/A,Alexandre Barros,"""Baixinho""","Jan. 17, 2009",N/A,N/A,N/A,N/A,13-6-0 (W-L-D),N/A,N/A,N/A,alexandre-barros,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,185.00,N/A,N/A,N/A
31,"Kagoshima Prefecture, Japan",Poids coq Division,10:04,N/A,N/A,67.00,1.33,8,Teruto Ishihara,"""Yashabo""","Sep. 26, 2015",24 (8%),36 (12%),235 (80%),37.00,11-6-2 (W-L-D),3.63,45%,295,teruto-ishihara,Ne se bat pas,0.00,31%,N/A,18%,57%,26%,136.00,3 (27%),8 (73%),0 (0%)
43,United Kingdom,Heavyweight Division,11:03,N/A,N/A,73.00,0.00,N/A,Oli Thompson,N/A,"Mar. 3, 2012",11 (20%),0 (0%),44 (80%),N/A,9-4-0 (W-L-D),5.31,46%,55,oli-thompson,Ne se bat pas,0.45,50%,N/A,35%,38%,27%,232.00,0 (0 %),0 (0 %),0 (0 %)
30,"Timișoara, Romania",Poids plume Division,10:11,Karate,8,68.00,0.00,9,Bogdan Grad,"""The Unleashed""","Feb. 1, 2025",20 (11%),34 (19%),127 (70%),39.00,15-3-0 (W-L-D),5.40,52%,181,bogdan-grad,Actif,0.00,75%,N/A,24%,61%,15%,146.00,3 (20%),9 (60%),3 (20%)
34,Bahamas,Poids mi-moyens Division,15:00,N/A,N/A,N/A,0.00,N/A,Rico Farrington,N/A,"Oct. 21, 2025",0 (0%),0 (0%),95 (100%),N/A,0-0-0 (W-L-D),7.20,42%,95,rico-farrington,Actif,0.00,20%,N/A,13%,83%,4%,171.00,0 (0 %),0 (0 %),0 (0 %)
N/A,"Indianapolis, United States",Poids mi-lourds Division,15:00,N/A,N/A,73.00,0.00,N/A,Matt Lucas,"""Luke Duke""","Nov. 12, 2011",4 (21%),1 (5%),14 (74%),N/A,14-3-0 (W-L-D),3.93,49%,19,matt-lucas,Ne se bat pas,0.00,N/A,N/A,0%,100%,0%,203.00,0 (0 %),0 (0 %),0 (0 %)
44,"Cedar Falls, États-Unis",Poids moyens Division,N/A,N/A,N/A,72.00,N/A,N/A,Nick Ring,"""The Promise""","Feb. 26, 2011",N/A,N/A,N/A,N/A,13-3-0 (W-L-D),N/A,N/A,N/A,nick-ring,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,185.00,N/A,N/A,N/A
41,Canada,Poids mi-lourds Division,05:27,N/A,N/A,71.50,0.92,N/A,Steve Bosse,"""The Boss""","Jun. 27, 2015",15 (15%),22 (22%),61 (62%),40.00,12-2-0 (W-L-D),5.38,53%,98,steve-bosse,Ne se bat pas,0.00,100%,N/A,13%,81%,6%,205.00,2 (17%),9 (75%),1 (8%)
34,"Duarte, United States",Poids mouche Division,13:37,N/A,N/A,65.00,0.28,N/A,Geane Herrera,"""The Revolutionary""","Aug. 8, 2015",7 (9%),17 (21%),58 (71%),36.00,9-3-0 (W-L-D),5.07,31%,82,geane-herrera,Ne se bat pas,0.55,38%,N/A,10%,84%,6%,125.00,2 (22%),2 (22%),5 (56%)
38,"Manaus, Brésil",Poids plume Division,N/A,Jiu-Jitsu,N/A,67.00,N/A,N/A,Jose Aldo,"""Junior""","Apr. 30, 2011",N/A,N/A,N/A,40.00,32-10-0 (W-L-D),N/A,N/A,N/A,jose-aldo,Retraité,N/A,N/A,N/A,N/A,N/A,N/A,143.00,N/A,N/A,N/A
34,"Gastonia, United States",Heavyweight Division,00:17,N/A,N/A,73.00,0.00,N/A,Tebaris Gordon,"""Boom""","Oct. 21, 2025",0 (0%),0 (0%),1 (100%),78.00,3-1-0 (W-L-D),49.41,17%,1,tebaris-gordon,Ne se bat pas,0.00,N/A,N/A,100%,0%,0%,264.50,0 (0 %),0 (0 %),0 (0 %)
34,"Governador Valadares, Brazil",Poids moyens Division,09:57,Kickboxer,5,71.00,0.28,4,Warlley Alves,N/A,"May. 31, 2014",71 (15%),35 (7%),379 (78%),42.00,15-8-0 (W-L-D),3.95,48%,485,warlley-alves,Ne se bat pas,0.85,63%,N/A,23%,55%,22%,186.00,4 (27%),4 (27%),7 (47%)
58,United States,Heavyweight Division,00:00,N/A,N/A,0.00,N/A,N/A,Andre Roberts,N/A,"May. 15, 1998",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,andre-roberts,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
N/A,"White Sands, United States",Poids légers Division,00:00,N/A,N/A,0.00,N/A,N/A,Townsend Saunders,N/A,"Mar. 13, 1998",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,townsend-saunders,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
43,États-Unis,Poids légers Division,N/A,N/A,N/A,72.00,N/A,N/A,Kyle Watson,N/A,"Dec. 5, 2010",N/A,N/A,N/A,N/A,16-8-1 (W-L-D),N/A,N/A,N/A,kyle-watson,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,155.00,N/A,N/A,N/A
49,United States,Poids moyens Division,00:00,N/A,N/A,0.00,N/A,N/A,David Dodd,N/A,"Jul. 16, 1999",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,david-dodd,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
N/A,"Sao Paulo, Brésil",Poids moyens Division,N/A,N/A,N/A,74.00,N/A,N/A,Luiz Cane,"""Banha""","Dec. 29, 2007",N/A,N/A,N/A,77.00,0-0-0 (W-L-D),N/A,N/A,N/A,luiz-cane,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,184.00,N/A,N/A,N/A
34,"Cocal do Sul, Brazil",Poids coq Division,10:10,Striker,10,64.00,0.00,5,Saimon Oliveira,N/A,"Jan. 22, 2022",15 (11%),14 (11%),104 (78%),38.00,18-7-0 (W-L-D),3.87,42%,133,saimon-oliveira,Actif,1.18,36%,N/A,22%,47%,32%,144.00,2 (11%),5 (28%),11 (61%)
33,"Zgierz, Poland",Poids coq Division,12:19,N/A,N/A,68.00,0.00,N/A,Damian Stasiak,"""Webster""","Apr. 11, 2015",8 (6%),13 (9%),116 (85%),40.00,10-6-0 (W-L-D),3.10,36%,137,damian-stasiak,Ne se bat pas,0.61,44%,N/A,20%,64%,15%,133.00,3 (27%),1 (9%),7 (64%)
40,"Beach Grove, United States",Poids moyens Division,03:29,N/A,N/A,75.00,0.00,N/A,Chris Price,"""The Exorcist""","Oct. 10, 2006",7 (70%),0 (0%),3 (30%),N/A,8-2-0 (W-L-D),2.59,67%,10,chris-price,Ne se bat pas,2.16,33%,N/A,70%,30%,0%,192.00,0 (0 %),0 (0 %),0 (0 %)
39,"New York, États-Unis",Poids plume Division,N/A,N/A,N/A,69.00,N/A,N/A,Phillipe Nover,"""The Filipino Assassin""","Dec. 13, 2008",N/A,N/A,N/A,39.00,12-8-1 (W-L-D),N/A,N/A,N/A,phillipe-nover,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,145.60,N/A,N/A,N/A
43,"Philadelphia, États-Unis",Poids moyens Division,N/A,N/A,N/A,70.00,N/A,N/A,Justin Levens,"""Executioner""","Apr. 15, 2006",N/A,N/A,N/A,N/A,7-2-0 (W-L-D),N/A,N/A,N/A,justin-levens,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,186.00,N/A,N/A,N/A
31,"Macapá, Brazil",Poids plume Division,14:40,Jiu-Jitsu,N/A,68.00,0.00,2,Felipe Colares,"""Cabocao""","Feb. 2, 2019",20 (10%),24 (13%),147 (77%),39.00,10-4-0 (W-L-D),4.65,45%,191,felipe-colares,Ne se bat pas,0.51,43%,N/A,32%,61%,7%,145.00,3 (30%),2 (20%),5 (50%)
51,"Ocala, États-Unis",Poids mi-lourds Division,N/A,N/A,N/A,76.00,N/A,N/A,Mike Nickels,N/A,"Jun. 24, 2006",N/A,N/A,N/A,N/A,5-1-0 (W-L-D),N/A,N/A,N/A,mike-nickels,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,206.00,N/A,N/A,N/A
N/A,États-Unis,Poids légers Division,N/A,N/A,N/A,0.00,N/A,N/A,Wes Albritton,N/A,"May. 30, 1997",N/A,N/A,N/A,N/A,0-0-0 (W-L-D),N/A,N/A,N/A,wes-albritton,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A
36,"Tucson, United States",Poids légers Division,11:14,MMA,9,71.00,0.67,20,Justin Gaethje,"""The Highlight""","Jul. 8, 2017",127 (12%),19 (2%),890 (86%),40.00,27-5-0 (W-L-D),7.18,59%,1036,justin-gaethje,Actif,0.00,68%,N/A,11%,62%,27%,156.00,6 (22%),20 (74%),1 (4%)
26,"State of Bahia, Brazil",Poids mouche Division,13:11,Kickboxer,4,67.00,0.00,5,Andre Lima,"""Mascote""","Mar. 23, 2024",27 (10%),14 (5%),227 (85%),38.00,11-0-0 (W-L-D),2.49,60%,268,andre-lima,Actif,1.14,75%,N/A,21%,48%,32%,126.00,5 (45%),5 (45%),1 (9%)
47,Canada,Poids mi-moyens Division,N/A,N/A,N/A,72.00,N/A,N/A,Sean Pierson,N/A,"Dec. 12, 2010",N/A,N/A,N/A,76.00,14-6-0 (W-L-D),N/A,N/A,N/A,sean-pierson,Retraité,N/A,N/A,N/A,N/A,N/A,N/A,170.50,N/A,N/A,N/A
N/A,United States,,00:00,N/A,N/A,0.00,N/A,N/A,Dieusel Berto,N/A,"Jul. 12, 1996",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,dieusel-berto,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
40,"Des Moines, États-Unis",Poids mi-moyens Division,N/A,N/A,N/A,71.00,N/A,N/A,Josh Neer,"""The Dentist""","Aug. 6, 2005",N/A,N/A,N/A,N/A,33-13-1 (W-L-D),N/A,N/A,N/A,josh-neer,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,171.00,N/A,N/A,N/A
35,"La Roche-sur-Yon, Vendée, France",Heavyweight Division,14:15,Muay Thai,3,76.00,0.26,6,Ciryl Gane,"""Bon Gamin""","Aug. 10, 2019",65 (7%),27 (3%),807 (90%),42.00,13-2-0 (W-L-D),2.23,61%,899,ciryl-gane,Actif,0.61,44%,N/A,28%,43%,29%,245.50,4 (31%),6 (46%),3 (23%)
35,"San Bernardino, United States",Poids moyens Division,10:00,N/A,N/A,74.00,0.75,N/A,Jonathan Wilson,"""Jonny Bravo""","Aug. 8, 2015",14 (12%),8 (7%),95 (81%),42.00,7-3-0 (W-L-D),5.65,48%,117,jonathan-wilson,Ne se bat pas,0.00,80%,N/A,18%,74%,8%,186.00,1 (14%),6 (86%),0 (0%)
36,N/A,Poids coq Division,00:00,N/A,N/A,N/A,N/A,N/A,Willian Souza,N/A,"Oct. 21, 2025",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,willian-souza,Actif,N/A,N/A,N/A,0%,0%,0%,146.00,0 (0 %),0 (0 %),0 (0 %)
25,N/A,Poids coq Division,08:24,N/A,N/A,N/A,0.00,N/A,Shohei Nose,N/A,"Jun. 10, 2022",12 (24%),2 (4%),37 (73%),N/A,1-3-0 (W-L-D),2.17,38%,51,shohei-nose,N/A,3.58,14%,N/A,18%,59%,24%,136.00,0 (0 %),0 (0 %),0 (0 %)
44,"Reno, États-Unis",Poids moyens Division,N/A,N/A,N/A,72.00,N/A,N/A,Scott Smith,"""Hands of Steel""","Apr. 15, 2006",N/A,N/A,N/A,N/A,0-0-0 (W-L-D),N/A,N/A,N/A,scott-smith,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,185.00,N/A,N/A,N/A
42,"Portland, United States",Poids moyens Division,10:59,N/A,N/A,75.00,0.18,1,Trevor Smith,"""Hot Sauce""","Jan. 8, 2012",137 (25%),121 (22%),293 (53%),41.50,15-10-0 (W-L-D),3.31,56%,551,trevor-smith,Ne se bat pas,0.72,61%,N/A,26%,53%,21%,185.50,5 (33%),1 (7%),9 (60%)
53,"Santa Cruz, United States",Poids mi-lourds Division,10:12,N/A,N/A,74.00,0.00,N/A,Bobby Southworth,N/A,"Apr. 9, 2005",17 (30%),12 (21%),27 (48%),N/A,0-0-0 (W-L-D),1.38,39%,56,bobby-southworth,Ne se bat pas,1.33,65%,N/A,39%,30%,30%,204.00,0 (0 %),0 (0 %),0 (0 %)
65,"Coldwater, United States",Heavyweight Division,00:00,N/A,N/A,0.00,N/A,N/A,Dan Severn,"""The Beast""","Dec. 16, 1994",0 (0 %),0 (0 %),0 (0 %),N/A,70-13-7 (W-L-D),N/A,N/A,N/A,dan-severn,Retraité,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
32,"Plymouth, United Kingdom",Poids mi-moyens Division,09:46,N/A,N/A,74.00,0.77,N/A,Craig White,"""The Thundercat""","May. 27, 2018",2 (8%),9 (38%),13 (54%),42.00,14-9-0 (W-L-D),3.28,41%,24,craig-white,Ne se bat pas,0.77,50%,N/A,17%,71%,13%,171.00,0 (0%),5 (36%),9 (64%)
N/A,United States,Heavyweight Division,00:00,N/A,N/A,0.00,N/A,N/A,Sione Latu,N/A,"Mar. 5, 1999",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,sione-latu,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
38,"Harrisburg, États-Unis",Poids mi-lourds Division,N/A,N/A,N/A,74.00,N/A,N/A,Phil Davis,"""Mr. Wonderful""","Feb. 6, 2010",N/A,N/A,N/A,79.00,13-3-0 (W-L-D),N/A,N/A,N/A,phil-davis,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,206.00,N/A,N/A,N/A
33,"Krakow, Poland",Poids mi-moyens Division,15:00,N/A,N/A,70.00,0.00,6,Salim Touahri,"""Grizzly""","Oct. 21, 2017",33 (28%),7 (6%),77 (66%),41.00,10-4-0 (W-L-D),2.87,47%,117,salim-touahri,Ne se bat pas,0.00,83%,N/A,50%,42%,9%,170.00,2 (20%),6 (60%),2 (20%)
40,États-Unis,Poids légers Division,N/A,N/A,N/A,69.00,N/A,N/A,Shamar Bailey,N/A,"Jun. 5, 2011",N/A,N/A,N/A,N/A,12-5-0 (W-L-D),N/A,N/A,N/A,shamar-bailey,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,158.00,N/A,N/A,N/A
N/A,United States,Poids légers Division,00:00,N/A,N/A,0.00,N/A,N/A,Jackie Lee,N/A,"Feb. 7, 1997",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,jackie-lee,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
34,United States,Heavyweight Division,05:40,N/A,N/A,75.00,0.00,N/A,Cody East,"""The Freight Train""","Apr. 24, 2016",8 (17%),2 (4%),37 (79%),41.00,12-3-0 (W-L-D),7.32,43%,47,cody-east,Ne se bat pas,0.00,17%,N/A,6%,70%,23%,261.00,1 (8%),9 (75%),2 (17%)
N/A,"Arlington, United States",,00:00,N/A,N/A,0.00,N/A,N/A,Scott Morris,N/A,"Mar. 11, 1994",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,scott-morris,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
N/A,N/A,Poids légers Division,00:00,N/A,N/A,N/A,N/A,N/A,Taylor Callens,N/A,"Oct. 21, 2025",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,taylor-callens,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,N/A,0 (0 %),0 (0 %),0 (0 %)
47,"Bismarck, États-Unis",Poids mi-lourds Division,N/A,N/A,N/A,71.00,N/A,N/A,Jason Brilz,"""Hitman""","Sep. 17, 2008",N/A,N/A,N/A,71.00,18-5-1 (W-L-D),N/A,N/A,N/A,jason-brilz,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,204.00,N/A,N/A,N/A
44,"London, Royaume-Uni",Poids coq Division,N/A,N/A,N/A,66.00,N/A,N/A,Brad Pickett,"""One Punch""","Nov. 5, 2011",N/A,N/A,N/A,37.00,26-14-0 (W-L-D),N/A,N/A,N/A,brad-pickett,Retraité,N/A,N/A,N/A,N/A,N/A,N/A,139.00,N/A,N/A,N/A
55,"Baltimore, États-Unis",Heavyweight Division,N/A,N/A,N/A,73.00,N/A,N/A,Sherman Pendergarst,"""The Tank""","Nov. 18, 2006",N/A,N/A,N/A,N/A,8-3-0 (W-L-D),N/A,N/A,N/A,sherman-pendergarst,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,248.00,N/A,N/A,N/A
35,"Apple Valley, United States",Poids mi-lourds Division,07:21,Kickboxer,11,76.00,1.02,10,Dominick Reyes,"""The Devastator""","Jun. 26, 2017",60 (11%),88 (16%),406 (73%),43.50,15-5-0 (W-L-D),3.49,54%,554,dominick-reyes,Actif,0.29,83%,N/A,24%,58%,18%,206.00,3 (20%),10 (67%),2 (13%)
32,"Lancaster, United States",Poids coq Division,07:46,Freestyle,N/A,67.00,0.00,4,Jesse Strader,"""Sui Generis""","Mar. 20, 2021",13 (17%),2 (3%),63 (81%),39.00,5-3-0 (W-L-D),5.28,52%,78,jesse-strader,Ne se bat pas,0.00,100%,N/A,37%,26%,37%,135.00,1 (20%),4 (80%),0 (0%)
33,"Zakopane, Poland",Heavyweight Division,09:07,Striker,3,75.00,0.00,6,Lukasz Brzeski,"""The Bull""","Aug. 13, 2022",33 (9%),19 (5%),305 (85%),43.00,9-7-1 (W-L-D),3.65,50%,357,lukasz-brzeski,Actif,0.41,35%,N/A,25%,53%,22%,242.00,2 (22%),6 (67%),1 (11%)
35,"Salvador, Brazil",Poids mi-lourds Division,06:01,N/A,8,75.00,0.00,8,Rafael Cerqueira,"""The Lion""","Oct. 26, 2024",0 (0%),0 (0%),29 (100%),44.50,11-3-0 (W-L-D),4.88,45%,29,rafael-cerqueira,Actif,0.00,40%,N/A,0%,66%,34%,203.00,1 (9%),8 (73%),2 (18%)
37,"Victoria, Canada",Poids plume Division,15:00,Jiu-Jitsu,8,70.00,0.00,4,Tristan Connelly,"""Boondock""","Oct. 21, 2025",39 (26%),31 (21%),79 (53%),41.00,14-8-0 (W-L-D),2.96,51%,149,tristan-connelly,Ne se bat pas,0.33,60%,N/A,15%,73%,12%,146.00,1 (7%),4 (29%),9 (64%)
36,"Brussels, Belgium",Poids mi-moyens Division,15:31,N/A,N/A,70.00,0.26,N/A,Tarec Saffiedine,"""Sponge""","Jan. 8, 2012",177 (19%),42 (4%),723 (77%),42.00,16-7-0 (W-L-D),3.06,48%,942,tarec-saffiedine,Ne se bat pas,0.13,85%,N/A,19%,50%,31%,170.00,10 (63%),1 (6%),5 (31%)
37,"Avignon, France",Heavyweight Division,03:24,N/A,N/A,72.00,0.00,N/A,Cyril Asker,"""Silverback""","Apr. 10, 2016",4 (7%),33 (58%),20 (35%),42.00,9-4-0 (W-L-D),5.82,39%,57,cyril-asker,Ne se bat pas,0.88,100%,N/A,11%,89%,0%,243.50,2 (22%),4 (44%),3 (33%)
43,Brazil,Poids mi-moyens Division,09:06,N/A,N/A,68.00,0.00,N/A,Jorge de Oliveira,"""Blade""","Nov. 9, 2014",7 (30%),0 (0%),16 (70%),71.00,7-2-0 (W-L-D),4.84,32%,23,jorge-de-oliveira,Ne se bat pas,0.00,22%,N/A,35%,43%,22%,156.00,0 (0%),5 (71%),2 (29%)
31,"Ipswich, England",Poids plume Division,13:37,MMA,1,68.00,0.25,7,Arnold Allen,"""Almighty""","Jun. 20, 2015",27 (4%),35 (6%),549 (90%),39.00,20-3-0 (W-L-D),2.88,42%,611,arnold-allen,Actif,0.34,75%,N/A,20%,73%,8%,145.00,9 (45%),7 (35%),4 (20%)
28,Japan,Poids plume Division,07:59,N/A,N/A,N/A,0.00,N/A,Keisuke Sasu,"""“Sasuke”""","Jun. 9, 2022",12 (18%),1 (2%),53 (80%),N/A,1-2-0 (W-L-D),2.42,49%,66,keisuke-sasu,Actif,1.88,62%,N/A,20%,42%,38%,146.00,0 (0 %),0 (0 %),0 (0 %)
30,"San Mateo, United States",Poids mi-moyens Division,07:42,N/A,N/A,0.00,1.95,N/A,Angelo Trevino,N/A,"Oct. 21, 2025",1 (3%),16 (40%),23 (58%),N/A,7-2-0 (W-L-D),3.90,55%,40,angelo-trevino,Ne se bat pas,0.00,100%,N/A,5%,95%,0%,170.50,0 (0 %),0 (0 %),0 (0 %)
